,Batting_Hand,total_matches,total_runs,centuries,half_centuries,total_fours,total_sixes,total_dotballs,total_balls_faced,total_ducks,best_score,total_outs,batting_average,India,New Zealand,South Africa,Sri Lanka,West Indies,other,Legbreak googly,Right-arm fast-medium,Right-arm medium,Right-arm medium-fast,Right-arm offbreak,Slow left-arm orthodox,other_bowling
371,1,16,379,0,3,32,21,127,284,1,95,12,31.58333333333333,0,1,0,0,0,0,0,0,0,0,0,0,1
372,1,3,20,0,0,4,0,15,21,0,12,3,6.666666666666668,0,0,0,0,0,0,0,0,0,0,0,1,0
373,1,45,379,0,0,23,17,116,323,19,42,22,17.227272727272727,1,0,0,0,0,0,0,0,0,0,0,1,0
374,0,31,9,0,0,1,0,9,15,28,6,1,9.0,1,0,0,0,0,0,0,0,1,0,0,0,0
375,1,4,42,0,0,3,1,25,46,1,22,3,14.0,0,1,0,0,0,0,0,0,1,0,0,0,0
376,0,26,47,0,0,3,2,10,33,19,25,5,9.4,0,1,0,0,0,0,0,0,0,1,0,0,0
377,1,27,96,0,0,10,0,41,98,16,29,7,13.714285714285715,0,0,0,0,0,0,0,0,0,0,0,0,1
378,1,3,40,0,0,7,0,20,36,0,20,3,13.333333333333336,0,0,0,0,0,0,0,0,1,0,0,0,0
379,1,5,53,0,0,3,3,25,51,1,24,5,10.6,0,0,1,0,0,0,0,0,0,0,1,0,0
380,0,5,5,0,0,1,0,1,3,3,4,1,5.0,1,0,0,0,0,0,0,0,0,0,1,0,0
381,0,43,2,0,0,0,0,1,3,41,1,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0
382,0,22,942,1,9,99,36,345,762,1,100,20,47.1,0,0,0,0,1,0,0,0,0,1,0,0,0
383,1,3,29,0,0,3,1,13,26,1,16,2,14.5,1,0,0,0,0,0,0,0,0,0,1,0,0
384,0,5,73,0,0,4,7,20,43,1,39,3,24.33333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0
385,0,20,18,0,0,3,0,15,23,15,5,4,4.5,1,0,0,0,0,0,1,0,0,0,0,0,0
386,1,7,1,0,0,0,0,2,3,6,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
387,0,6,14,0,0,1,0,16,27,3,11,2,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0
388,0,5,1,0,0,0,0,1,2,4,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
389,1,4,16,0,0,0,1,5,13,3,16,1,16.0,1,0,0,0,0,0,0,0,0,0,0,0,0
390,0,11,38,0,0,4,2,18,32,7,16,5,7.6,0,0,0,0,1,0,0,0,0,1,0,0,0
391,0,9,12,0,0,1,0,9,17,5,5,1,12.0,1,0,0,0,0,0,1,0,0,0,0,0,0
392,0,20,469,0,4,43,22,194,406,5,83,19,24.684210526315788,1,0,0,0,0,0,1,0,0,0,0,0,0
393,0,31,295,0,1,15,16,79,224,7,54,23,12.826086956521738,1,0,0,0,0,0,0,0,0,0,1,0,0
394,0,19,18,0,0,0,1,18,31,17,10,3,6.0,1,0,0,0,0,0,0,0,1,0,0,0,0
395,0,8,155,0,1,15,1,56,155,0,50,7,22.142857142857146,0,1,0,0,0,0,0,0,0,0,1,0,0
396,0,2,15,0,0,1,1,7,13,0,14,2,7.5,0,1,0,0,0,0,0,1,0,0,0,0,0
397,1,14,48,0,0,4,2,12,33,10,34,1,48.0,1,0,0,0,0,0,0,0,0,0,0,1,0
398,0,2,2,0,0,0,0,0,2,1,2,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
399,0,20,156,0,1,13,8,62,134,5,61,12,13.0,1,0,0,0,0,0,0,0,0,1,0,0,0
400,0,15,127,0,0,12,4,29,94,7,47,4,31.75,0,0,1,0,0,0,0,0,0,1,0,0,0
401,0,18,177,0,0,19,6,25,103,7,45,6,29.5,1,0,0,0,0,0,0,0,0,0,0,0,0
402,1,26,47,0,0,2,5,13,29,20,20,4,11.75,0,1,0,0,0,0,0,0,0,0,0,0,1
403,0,6,1,0,0,0,0,2,3,5,1,1,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0
404,0,4,0,0,0,0,0,2,2,4,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
405,0,1,7,0,0,1,0,2,6,0,7,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
406,0,14,255,0,0,23,11,72,189,1,41,11,23.181818181818183,0,0,0,0,0,1,0,0,1,0,0,0,0
407,0,8,83,0,0,6,8,17,40,2,34,6,13.833333333333336,0,0,0,0,1,0,0,1,0,0,0,0,0
408,0,7,146,0,1,13,4,38,111,3,52,4,36.5,0,0,0,0,0,0,0,0,1,0,0,0,0
409,1,5,42,0,0,5,0,17,41,1,27,5,8.4,1,0,0,0,0,0,0,0,1,0,0,0,0
410,1,4,30,0,0,3,0,13,31,1,16,3,10.0,0,1,0,0,0,0,0,0,0,1,0,0,0
411,0,5,19,0,0,1,1,4,13,3,18,1,19.0,1,0,0,0,0,0,1,0,0,0,0,0,0
412,1,12,237,0,1,22,13,38,127,4,86,6,39.5,1,0,0,0,0,0,0,0,0,0,0,1,0
413,0,4,20,0,0,1,0,13,27,1,12,3,6.666666666666668,1,0,0,0,0,0,0,0,0,1,0,0,0
414,0,3,57,0,0,3,3,27,55,0,48,3,19.0,0,1,0,0,0,0,0,0,0,0,1,0,0
415,0,5,13,0,0,0,1,3,8,3,12,1,13.0,0,0,1,0,0,0,0,1,0,0,0,0,0
416,1,3,54,0,0,3,2,14,42,0,37,2,27.0,0,0,0,0,0,0,0,0,0,0,1,0,0
417,0,10,0,0,0,0,0,1,1,10,0,1,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0
418,0,2,23,0,0,1,0,16,33,0,22,2,11.5,1,0,0,0,0,0,0,0,1,0,0,0,0
419,1,10,198,0,1,19,6,59,155,0,69,8,24.75,1,0,0,0,0,0,0,0,1,0,0,0,0
420,0,5,88,0,1,4,4,21,66,1,54,4,22.0,0,0,0,0,0,1,0,0,1,0,0,0,0
421,0,6,13,0,0,0,1,3,11,4,12,1,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0
422,0,2,6,0,0,0,0,6,12,1,6,1,6.0,0,0,0,0,0,0,0,0,1,0,0,0,0
423,0,1,0,0,0,0,0,1,1,1,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0
424,0,8,6,0,0,0,0,6,12,6,5,2,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0
425,1,6,127,0,0,14,3,43,105,0,30,6,21.166666666666668,0,0,0,0,0,0,0,0,1,0,0,0,0
426,0,6,157,0,1,20,4,49,122,1,96,6,26.16666666666667,0,0,1,0,0,0,0,0,0,0,1,0,0
427,0,3,14,0,0,2,0,5,13,1,9,2,7.0,0,0,1,0,0,0,0,1,0,0,0,0,0
428,1,15,4,0,0,0,0,0,4,12,2,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1
429,0,5,0,0,0,0,0,1,1,5,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
430,1,4,104,0,1,7,8,37,78,1,70,3,34.666666666666664,1,0,0,0,0,0,0,0,0,0,1,0,0
431,0,7,0,0,0,0,0,1,1,7,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1
432,0,4,24,0,0,2,2,7,15,2,19,2,12.0,1,0,0,0,0,0,0,0,1,0,0,0,0
433,0,9,3,0,0,0,0,2,4,8,3,1,3.0,0,0,0,0,0,1,0,1,0,0,0,0,0
434,0,6,0,0,0,0,0,0,0,6,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
435,0,2,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
436,0,4,0,0,0,0,0,0,0,4,0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0
437,0,1,0,0,0,0,0,0,0,1,0,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0
438,0,7,0,0,0,0,0,0,0,7,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
439,0,1,0,0,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0
440,0,2,0,0,0,0,0,0,0,2,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
441,1,1,0,0,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1
442,0,1,0,0,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
443,0,1,0,0,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0
444,1,1,0,0,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0
445,0,8,0,0,0,0,0,0,0,8,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
446,1,1,0,0,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0
447,0,1,0,0,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
448,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0
449,1,3,0,0,0,0,0,0,0,3,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1
450,0,17,0,0,0,0,0,0,0,17,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
451,0,5,0,0,0,0,0,0,0,5,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
452,0,5,0,0,0,0,0,0,0,5,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1
453,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
454,0,1,0,0,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
455,1,2,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1
456,0,3,0,0,0,0,0,0,0,3,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
457,0,8,0,0,0,0,0,0,0,8,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1
458,1,3,0,0,0,0,0,0,0,3,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
459,1,16,0,0,0,0,0,0,0,16,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1
460,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1
461,1,3,0,0,0,0,0,0,0,3,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1
462,0,4,0,0,0,0,0,0,0,4,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
463,0,2,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
464,0,2,0,0,0,0,0,0,0,2,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
465,0,1,0,0,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
466,1,1,0,0,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0
467,0,1,0,0,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
468,0,1,0,0,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0
469,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0
470,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0
471,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0
472,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0
473,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0
474,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0
475,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
476,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0
477,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0
478,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
479,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0
480,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0
481,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0
482,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
483,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0
484,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
485,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
486,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
487,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
488,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
489,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
490,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
491,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
492,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
493,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0
494,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
495,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
496,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
497,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
498,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0
500,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0
501,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
502,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
503,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
504,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0
505,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
506,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
507,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
508,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
509,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
510,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
511,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
512,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0
513,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
514,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
515,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0
516,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0
517,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
518,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
519,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
520,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
521,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
522,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0
